#OTU ID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_4043,Bacteria, Planctomycetes, Planctomycetia, Planctomycetales, Planctomycetaceae, Planctomyces, 
OTU_949,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, Steroidobacter, 
OTU_3790,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_1450,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_1970,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Gemmatimonadales, Ellin5301, , 
OTU_3630,Bacteria, Planctomycetes, Planctomycetia, B97, , , 
OTU_1827,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_427,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_2117,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Isosphaeraceae, , 
OTU_3236,Bacteria, Proteobacteria, TA18, PHOS-HD29, , , 
OTU_819,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Clostridium, venationis
OTU_3765,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, , 
OTU_1611,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_817,Bacteria, Firmicutes, Bacilli, Lactobacillales,,,
OTU_3346,Bacteria, TM6, SJA-4, , , , 
OTU_3639,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Actinomycetaceae, , 
OTU_1553,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_891,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_128,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, 
OTU_3576,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_1749,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_852,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1824,Bacteria, Acidobacteria, Sva0725, Sva0725, , , 
OTU_105,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales,,,
OTU_204,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Cohnella, 
OTU_2496,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], DA101, 
OTU_438,Bacteria, Bacteroidetes, [Rhodothermi], [Rhodothermales], [Balneolaceae], , 
OTU_393,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3943,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_536,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, 
OTU_4159,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1933,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae,,
OTU_586,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Cohnella, 
OTU_3480,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, , 
OTU_3866,Bacteria, OP11, , , , , 
OTU_557,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae,,
OTU_1692,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, Solirubrobacteraceae, , 
OTU_382,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_1402,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2217,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_2348,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Dechloromonas, 
OTU_3085,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_4126,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, AK1AB1 02E, , 
OTU_3426,Bacteria,,,,,,
OTU_998,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_718,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae,,
OTU_1474,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1155,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_579,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter,
OTU_3263,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, wittichii
OTU_1721,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1078,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Anaerococcus, 
OTU_2774,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_3815,Bacteria,,,,,,
OTU_1796,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_974,Bacteria, Firmicutes, Bacilli, Gemellales, Gemellaceae,,
OTU_190,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, 
OTU_3968,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudofulvimonas, gallinarii
OTU_1128,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Francisellaceae, , 
OTU_089,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Shinella, granuli
OTU_247,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, p-2534-18B5, , 
OTU_568,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, Labrys, 
OTU_3023,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_3889,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_2223,Bacteria, Acidobacteria, Acidobacteriia, Acidobacteriales, Koribacteraceae, Candidatus Koribacter, 
OTU_2487,Bacteria, Chloroflexi, Anaerolineae, SBR1031, oc28, , 
OTU_1356,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus, 
OTU_1887,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3053,Bacteria, Chloroflexi, Anaerolineae, Caldilineales, Caldilineaceae, , 
OTU_033,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
OTU_602,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_1403,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Paludibacter, 
OTU_719,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_3896,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_537,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, 
OTU_1351,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, , 
OTU_779,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium,
OTU_3129,Bacteria, Proteobacteria, Alphaproteobacteria, BD7-3, , , 
OTU_3757,Bacteria, Proteobacteria, Betaproteobacteria, Ellin6067, , , 
OTU_3962,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_2161,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae,,
OTU_3731,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_2143,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio, 
OTU_099,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
OTU_3926,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae,,
OTU_888,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Vogesella, 
OTU_2686,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, , , 
OTU_1631,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_3226,Bacteria, Proteobacteria, Alphaproteobacteria, Kiloniellales, , , 
OTU_1927,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_3293,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, 
OTU_1606,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae,,
OTU_2401,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, 
OTU_4207,Bacteria,,,,,,
OTU_4005,Bacteria, Planctomycetes, Phycisphaerae, mle1-8, , , 
OTU_3553,Bacteria,,,,,,
OTU_1157,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_1486,Bacteria, Proteobacteria, Betaproteobacteria, MND1, , , 
OTU_1648,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
OTU_3350,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae,,
OTU_3514,Bacteria, TM6, SJA-4, , , , 
OTU_367,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, , 
OTU_4104,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_984,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Mycoplana, 
OTU_3300,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Rhabdochlamydiaceae, Candidatus Rhabdochlamydia, 
OTU_2902,Bacteria, TM6, SJA-4, , , , 
OTU_2790,Bacteria, TM6, SJA-4, , , , 
OTU_1523,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1895,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteibacter, rhizovicinus
OTU_3706,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_3616,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, RB40, , 
OTU_2582,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae,,
OTU_1987,Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella, succinogenes
OTU_2519,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3995,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_4194,Bacteria, Proteobacteria,,,,,
OTU_3895,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1185,Bacteria, Nitrospirae, Nitrospira, Nitrospirales, 0319-6A21, , 
OTU_549,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_3567,Bacteria,,,,,,
OTU_2975,Bacteria, Acidobacteria, Acidobacteria-6, CCU21, , , 
OTU_4060,Bacteria, Armatimonadetes, 0319-6E2, , , , 
OTU_1496,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2062,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1661,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_3548,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, tetani
OTU_994,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_2959,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_3278,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_3569,Bacteria, Acidobacteria, Solibacteres, Solibacterales, , , 
OTU_2757,Bacteria, OD1, SM2F11, , , , 
OTU_1131,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_2922,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, RFN20, 
OTU_2611,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae,,
OTU_1538,Bacteria, TM6, SJA-4, S1198, , , 
OTU_096,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae,,
OTU_3068,Bacteria, Cyanobacteria, Chloroplast, Chlorophyta, Chlamydomonadaceae, , 
OTU_3009,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae,,
OTU_3301,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales,,,
OTU_1677,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_641,Bacteria, Verrucomicrobia, [Spartobacteria], [Chthoniobacterales], [Chthoniobacteraceae], , 
OTU_2937,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, mb2424, , 
OTU_1223,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, C111, , 
OTU_2324,Bacteria, Armatimonadetes, 0319-6E2, , , , 
OTU_3835,Bacteria, TM6, SJA-4, , , , 
OTU_740,Bacteria, Chlorobi, OPB56, , , , 
OTU_3172,Bacteria, TM7, SC3, , , , 
OTU_761,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae,,
OTU_4050,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Spirosoma, 
OTU_1883,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_646,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3414,Bacteria, Chloroflexi, P2-11E, , , , 
OTU_725,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, umsongensis
OTU_934,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseomonas, mucosa
OTU_1546,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, , 
OTU_2619,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Dysgonomonas, 
OTU_1466,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1243,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_2491,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_3019,Bacteria, Actinobacteria, Thermoleophilia, Solirubrobacterales, , , 
OTU_2932,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, , 
OTU_1491,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae,,
OTU_2899,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_2993,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Siphonobacter, aquaeclarae
OTU_2571,Bacteria, Gemmatimonadetes, Gemm-2, , , , 
OTU_189,Bacteria, Proteobacteria, Alphaproteobacteria,,,,
OTU_1504,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, RFN20, 
OTU_2191,Bacteria, Firmicutes, Clostridia, Clostridiales, [Tissierellaceae], Peptoniphilus, 
OTU_2833,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_633,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, [Chromatiaceae], Rheinheimera, 
OTU_3410,Bacteria, WPS-2, , , , , 
OTU_2553,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1922,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_4199,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales,,,
OTU_110,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales,,,
OTU_3618,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, , 
OTU_2295,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Uliginosibacterium, 
OTU_3693,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_987,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia, 
OTU_343,Bacteria, Proteobacteria, Gammaproteobacteria, Aeromonadales, Aeromonadaceae,,
OTU_3073,Bacteria, Planctomycetes, OM190, CL500-15, , , 
OTU_3534,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2569,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_352,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae,,
OTU_2030,Archaea, Euryarchaeota, Methanobacteria, Methanobacteriales, Methanobacteriaceae, Methanobacterium, 
OTU_1842,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_2355,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_1163,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_1354,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micrococcaceae, Kocuria, 
OTU_1716,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Rhodoplanes, 
OTU_3299,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2208,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, , 
OTU_2472,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1548,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Sinobacteraceae, , 
OTU_1184,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, , , 
OTU_2052,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus,
OTU_4097,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, , 
OTU_2358,Bacteria, Proteobacteria, Betaproteobacteria, A21b, UD5, , 
OTU_989,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae,,
OTU_1616,Bacteria, Proteobacteria, Betaproteobacteria, , , , 
OTU_1633,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, oryziterrae
OTU_3547,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, Propionispora, 
OTU_977,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Cupriavidus, 
OTU_1340,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, , , 
OTU_3261,Bacteria, Chloroflexi, TK10, AKYG885, 5B-12, , 
OTU_3707,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, Gemmata, 
OTU_1847,Bacteria, Acidobacteria, [Chloracidobacteria], RB41, , , 
OTU_4117,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, Parachlamydiaceae, , 
OTU_404,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae,,
OTU_477,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], , 
OTU_126,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Cupriavidus, 
OTU_1964,Bacteria, Verrucomicrobia, Opitutae, [Cerasicoccales], [Cerasicoccaceae], , 
OTU_3713,Bacteria, Acidobacteria, Acidobacteria-6, iii1-15, RB40, , 
OTU_2641,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Frankiaceae, , 
OTU_2690,Bacteria, Firmicutes, Bacilli, Bacillales, Paenibacillaceae, Paenibacillus,
OTU_270,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2273,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_1815,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_1093,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,
OTU_542,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, 
OTU_2830,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, , 
OTU_3963,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_4096,Bacteria, Chloroflexi, TK10, AKYG885, 5B-12, , 
OTU_2094,Bacteria, Chlamydiae, Chlamydiia, Chlamydiales, , , 
OTU_207,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_3852,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_2115,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales,,,
OTU_385,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], Ellin517, , 
OTU_3363,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_2537,Bacteria, OP11, OP11-3, , , , 
OTU_073,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, succinicans
OTU_325,Bacteria, Proteobacteria,,,,,
OTU_264,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, arvensicola
OTU_2221,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Aquicella, 
OTU_1498,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Kaistobacter, 
OTU_330,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_1493,Bacteria, [Thermi], Deinococci, Deinococcales, Trueperaceae, B-42, 
OTU_933,Bacteria, Bacteroidetes, VC2 1 Bac22, , , , 
OTU_738,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Luteimonas, 
OTU_4083,Bacteria,,,,,,
OTU_269,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, , , 
OTU_865,Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Clostridium, ruminantium
OTU_113,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_3425,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, , , 
OTU_1886,Bacteria, Verrucomicrobia, [Pedosphaerae], [Pedosphaerales], , , 
OTU_3022,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, mitochondria, , 
OTU_2303,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_3994,Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, , , 
OTU_2814,Bacteria, Chloroflexi, Ktedonobacteria, Thermogemmatisporales, Thermogemmatisporaceae, , 
OTU_1105,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_035,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, [Weeksellaceae], Chryseobacterium, 
OTU_3780,Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophobacteraceae, , 
OTU_3302,Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, , , 
OTU_2782,Bacteria, Planctomycetes, Planctomycetia, Gemmatales, Gemmataceae, , 
OTU_1860,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, , 
OTU_463,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae,,
OTU_2539,Bacteria, Chloroflexi, TK10, AKYG885, Dolo 23, , 
OTU_416,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, 
OTU_1765,Bacteria, Cyanobacteria, ML635J-21, , , , 
OTU_1500,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
OTU_2323,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, EB1017, , 
OTU_907,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, , 
OTU_3475,Bacteria, Actinobacteria, Thermoleophilia, Gaiellales, Gaiellaceae, , 
OTU_2704,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Roseococcus, 
OTU_2121,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_3625,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, , 
OTU_3614,Bacteria, ZB3, BS119, , , , 
OTU_2089,Bacteria, Gemmatimonadetes, Gemmatimonadetes, Ellin5290, , , 
OTU_1087,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Chitinophaga, 
OTU_106,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Streptomycetaceae, Streptomyces,
OTU_1386,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, , 
OTU_3367,Bacteria, Actinobacteria, Acidimicrobiia, Acidimicrobiales, EB1017, , 
OTU_2674,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, 
OTU_3864,Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, A17, 
OTU_3974,Bacteria, Firmicutes, Erysipelotrichi, Erysipelotrichales, Erysipelotrichaceae, RFN20, 
OTU_055,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium,
OTU_928,Bacteria, Firmicutes, Clostridia, Clostridiales, Veillonellaceae, , 
OTU_2707,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae,,
OTU_1245,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, 
OTU_3056,Bacteria,,,,,,
OTU_3237,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Oceanospirillaceae, Oleibacter, 
OTU_1278,Bacteria, Actinobacteria, Actinobacteria, Actinomycetales, Micromonosporaceae,,
OTU_2621,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Telmatospirillum, siberiense
OTU_441,Bacteria, Bacteroidetes, [Saprospirae], [Saprospirales], Chitinophagaceae, Sediminibacterium, 
OTU_1114,Bacteria, Proteobacteria, Betaproteobacteria, MWH-UniP1, , , 
OTU_2229,Bacteria, Proteobacteria, Betaproteobacteria,,,,
OTU_1346,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, 
OTU_1986,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, , 
OTU_1733,Bacteria, Cyanobacteria, Synechococcophycideae, Synechococcales, Synechococcaceae, Synechococcus, 
